index,prediction
27834,2.76 inch
27835,8.3 inch
27836,
27837,7 centimetre
27838,7 centimetre
27839,
27840,15.7 inch
27841,9.0 inch
27842,3.7 V
27843,7.87 inch
27844,4.6 centimetre
27845,16 centimetre
27846,11 centimetre
27847,10.5 centimetre
27848,
27849,110 millimetre
27850,2.75 centimetre
27851,9 centimetre
27852,5.9 inches
27853,8.5 centimetre
27854,12.4 centimetre
27855,12.4 centimetre
27856,
27857,60 centimetre
27858,0.236 lb
27859,10.63 inch
27860,26 centimetre
27861,19.5 centimetre
27862,2.5 centimetre
27863,2.5 centimetre
27864,27.2 gram
27865,18.3 inch
27866,17 centimetre
27867,8.7 inch
27868,1.61 pounds
27869,
27870,37 litre
27871,
27872,
27873,11 centimetre
27874,
27875,16 centimetre
27876,
27877,6.3 inch
27878,1.9 inch
27879,1.9 inch
27880,22 inches
27881,22 inches
27882,5 ounce
27883,15 inch
27884,15 inch
27885,15 inch
27886,11 centimetre
27887,98 millimetre
27888,53 centimetre
27889,5 centimetre
27890,5 centimetre
27891,2 centimetre
27892,12 volts
27893,
27894,20 centimetre
27895,57 millimetre
27896,57mm 10mm
27897,30 millimetre
27898,44.45 millimetre
27899,12.6 volt
27900,
27901,
27902,
27903,58cm 57cm
27904,58 centimetre
27905,57 centimetre
27906,8 centimetre
27907,8 centimetre
27908,19 centimetre
27909,38 centimetre
27910,35.5 centimetre
27911,7.5 centimetre
27912,7.5 centimetre
27913,1.09 centimetre
27914,5.37 centimetre
27915,0.47 metre
27916,0.47 metre
27917,8.5 centimetre
27918,230v 50hz
27919,220v 50hz
27920,2.8 inch
27921,2.7 inch
27922,28 centimetre
27923,2.5 centimetre
27924,4.3 inch
27925,100 centimetre
27926,40 centimetre
27927,40 centimetre
27928,81 centimetre
27929,17 centimetre
27930,3.9 inch
27931,3.9 inch
27932,9.84 inch
27933,7.5 centimetre
27934,28 centimetre
27935,7.5 centimetre
27936,"29"""
27937,11.8 inch
27938,1.8 inch
27939,21 centimetre
27940,38 centimetre
27941,48 centimetre
27942,1.3 inches
27943,33cm 13in
27944,13.5 centimetre
27945,1.4 inch
27946,41 centimetre
27947,69.1 centimetre
27948,35.5 inches
27949,1.07 inch
27950,1.18 inch
27951,3.9 centimetre
27952,1.5 centimetre
27953,4.8 inch
27954,10 centimetre
27955,
27956,250 metre
27957,250 metre
27958,5.1 inch
27959,5.1 inch
27960,
27961,45-88 pounds
27962,600 centimetre
27963,120 centimetre
27964,3.8 volts
27965,7 centimetre
27966,7.1 inch
27967,7.1 inch
27968,2.2 inch
27969,2.2 inch
27970,50 centimetre
27971,8.5 centimetre
27972,8.5 centimetre
27973,3.1 inch
27974,10 centimetre
27975,10 feet
27976,10 feet
27977,30 millimetre
27978,175 millimetre
27979,25 centimetre
27980,59 inch
27981,7.8 inch
27982,6.69 inch
27983,2.36 inch
27984,13 centimetre
27985,30 centimetre
27986,16 centimetre
27987,160 centimetre
27988,70 centimetre
27989,3.5 centimetre
27990,3.5 centimetre
27991,3.3 centimetre
27992,"1.25"""
27993,18.1 inch
27994,7.5 inch
27995,38 mm e 130 millimetre
27996,"36"""
27997,32 ounce
27998,20 centimetre
27999,18 inches
28000,1 inch
28001,8 inch
28002,12.5 centimetre
28003,8.85 centimetre
28004,16.5 centimetre
28005,65 millimetre
28006,5 centimetre
28007,330 pounds
28008,205 millimetre
28009,4.5 inch
28010,6.3 inch
28011,35 gram
28012,5v 3a
28013,22 centimetre
28014,22 centimetre
28015,50 millimetre
28016,53 centimetre
28017,53 centimetre
28018,53 centimetre
28019,30 centimetre
28020,30 centimetre
28021,28cm 30cm
28022,5.12 inch
28023,12 centimetre
28024,5.12 inch
28025,"3"""
28026,"7"""
28027,"30"""
28028,2.3 inch
28029,2.3 inch
28030,13 centimetre
28031,13 centimetre
28032,
28033,1.5 centimetre
28034,10 centimetre
28035,2.5 centimetre
28036,46 centimetre
28037,37 centimetre
28038,"8"" 12"""
28039,"8"""
28040,13.50 centimetre
28041,
28042,9.8 inch
28043,9.8 inch
28044,30.7 centimetre
28045,30 millimetre
28046,40 centimetre
28047,85.3 centimetre
28048,60 gram
28049,9.5 centimetre
28050,1.96 inch
28051,12.6 centimetre
28052,about 6.2cm
28053,0.86 inch
28054,2.15 inch
28055,15.94 inch
28056,11 inch
28057,3.5 inch
28058,13 millimetre
28059,6.3 inch
28060,6.3 inch
28061,6.3 inch
28062,16 pounds
28063,100 millimetre
28064,65 millimetre
28065,160 centimetre
28066,22 centimetre
28067,45 centimetre
28068,
28069,340 centimetre
28070,7.08 inch
28071,4 fl ounce
28072,80 centimetre
28073,5 centimetre
28074,5.1 inch
28075,4.3 inch
28076,42 centimetre
28077,110 mg
28078,29 centimetre
28079,
28080,
28081,26 centimetre
28082,24 centimetre
28083,450 pounds
28084,"15.3"""
28085,7.4 centimetre
28086,115 inch
28087,1.96 inch
28088,9 centimetre
28089,1.1 inch
28090,1.1 inch
28091,5.08 in 128 millimetre
28092,2 kilogram
28093,17 centimetre
28094,384 pounds
28095,"46"""
28096,135 millimetre
28097,135 millimetre
28098,10.5 centimetre
28099,8 centimetre
28100,10.5 centimetre
28101,7.9 inch
28102,4.5 centimetre
28103,182 centimetre
28104,65 centimetre
28105,3.2 inch
28106,8 centimetre
28107,10 feet
28108,2.1 feet
28109,15 centimetre
28110,2.6cm 3cm
28111,250 millilitre
28112,15.7 inch
28113,30 centimetre
28114,1.8 inch
28115,3000 centimetre
28116,7.2 lb
28117,120 volts
28118,72 millimetre
28119,72 millimetre
28120,72 millimetre
28121,2.5 centimetre
28122,23 centimetre
28123,3.3 inch
28124,
28125,5 volts
28126,"100cm, 26cm, 20cm"
28127,20cm 8in
28128,8 inch
28129,
28130,
28131,13.8 centimetre
28132,60 centimetre
28133,65 centimetre
28134,65 centimetre
28135,6.5 ounce
28136,40 centimetre
28137,42 centimetre
28138,10 centimetre
28139,65 millimetre
28140,180 millimetre
28141,3.3 volts
28142,5.2 volts
28143,240 watts
28144,
28145,
28146,50 centimetre
28147,25 centimetre
28148,25 centimetre
28149,2 inch
28150,3.2 inch
28151,15.7 inch
28152,37 lbs ultra light weight design
28153,5.1 centimetre
28154,140 centimetre
28155,24 inch
28156,
28157,10 x
28158,12 volts
28159,3000 rpm
28160,1.69 inch
28161,1.69 inch
28162,5.5 centimetre
28163,5.5 centimetre
28164,130 cm 51.1 inch
28165,130 cm 103.1 centimetre
28166,130 centimetre
28167,1.6 kilogram
28168,220 volts
28169,1500 watts
28170,16 x14cm
28171,3.93 inch
28172,"85"""
28173,31.5 centimetre
28174,5.11 volt
28175,9.0 inch
28176,7.0 inch
28177,14 gram
28178,3.5 centimetre
28179,11.5 centimetre
28180,12 centimetre
28181,1.5 centimetre
28182,4.5 inch
28183,2.7 inch
28184,115 millimetre
28185,120v 60hz
28186,120 volts
28187,0.3 centimetre
28188,30 centimetre
28189,250 pounds
28190,
28191,26 millimetre
28192,26 millimetre
28193,5 centimetre
28194,2.5 centimetre
28195,24 centimetre
28196,12 ounce
28197,6.3 centimetre
28198,100 centimetre
28199,15.72 volt
28200,13.36 inch
28201,2.19 inch
28202,18 centimetre
28203,
28204,
28205,7 ounce
28206,8 inches
28207,2 centimetre
28208,10 centimetre
28209,1.87 centimetre
28210,2.5 centimetre
28211,2.83 centimetre
28212,2 inch
28213,236 millilitre
28214,15 centimetre
28215,4.7 inch
28216,4.7 inch
28217,4.7 inch
28218,1.8 centimetre
28219,105 centimetre
28220,15 volts
28221,20 centimetre
28222,8.5 centimetre
28223,33 centimetre
28224,35 centimetre
28225,33 centimetre
28226,5in 12.6cm
28227,5 millimetre
28228,92 millimetre
28229,14 ounce
28230,12.20 inch
28231,6 centimetre
28232,30 centimetre
28233,30 centimetre
28234,10 inches
28235,8 inches
28236,18.9 centimetre
28237,11.38 centimetre
28238,12 volts
28239,1.5 watts
28240,77 millimetre
28241,8 centimetre
28242,8 centimetre
28243,4.3 centimetre
28244,4.3 centimetre
28245,"4"""
28246,"approx 15"""
28247,40 centimetre
28248,40 centimetre
28249,8.6 centimetre
28250,8.5 centimetre
28251,5.5 centimetre
28252,4.2 centimetre
28253,50 millimetre
28254,103 centimetre
28255,14.5 centimetre
28256,56.5 centimetre
28257,100 centimetre
28258,
28259,
28260,"10"""
28261,61 centimetre
28262,2 inch
28263,7.5 centimetre
28264,2.95 inch
28265,2.91 inch
28266,17.2 centimetre
28267,10 centimetre
28268,10 centimetre
28269,44 inch
28270,4 centimetre
28271,30 centimetre
28272, 1
28273,26 ounce
28274,20 centimetre
28275,14 centimetre
28276,1 inch
28277,1.8 volt
28278,3 inch
28279,2.5 metre
28280,24 centimetre
28281,5.8 inch
28282,5.04 inch
28283,30 centimetre
28284,8.5 centimetre
28285,8.5cm 10cm
28286,10 centimetre
28287,36 centimetre
28288,14 centimetre
28289,200 centimetre
28290,16 centimetre
28291,4 centimetre
28292,4 centimetre
28293,3.1 inch
28294,45 centimetre
28295,31 centimetre
28296,5.07 inch
28297,5.07 inch
28298, gram
28299,
28300,5.5 millimetre
28301,75 centimetre
28302,7.08 inch
28303,5 centimetre
28304,1 pound
28305,35 millimetre
28306,18 centimetre
28307,7.5 centimetre
28308,2.3 centimetre
28309,2.75 centimetre
28310,"6"""
28311,
28312,
28313,
28314,7.87 centimetre
28315,3.4 centimetre
28316,36 centimetre
28317,9.5 centimetre
28318,3.9 inch
28319,120 centimetre
28320,1200 centimetre
28321,33.9 centimetre
28322,108 millimetre
28323,12.2 centimetre
28324,33 centimetre
28325,33 centimetre
28326,45 centimetre
28327,23 centimetre
28328,23 centimetre
28329,13 centimetre
28330,13 gram
28331,80 centimetre
28332,135 millimetre
28333,160 millimetre
28334,"53"""
28335,330 pounds
28336,
28337,12 inch
28338,12 inch
28339,12 inch
28340,33.5 centimetre
28341,
28342,
28343,
28344,12 volts
28345,20 lb
28346,8 centimetre
28347,17.5 centimetre
28348,110 vac
28349,1 lb
28350,800 watts
28351,3.88 inch
28352,3.93 inch
28353,21.6 ah
28354,5.7 inch
28355,2.6 inch
28356,52.7 inch
28357,20 centimetre
28358,
28359,50 centimetre
28360,"31cm 12.20"""
28361,3.3 volts
28362,34.5 centimetre
28363,12.38 pounds
28364,10 centimetre
28365,25.5 centimetre
28366,
28367,
28368,24 volts
28369,2.5 watts
28370,2 metre
28371,2 metre
28372,14 centimetre
28373,7 centimetre
28374,35 centimetre
28375,35 centimetre
28376,0.42 ounce
28377,15 centimetre
28378,50 millimetre
28379,50 millimetre
28380,19 centimetre
28381,
28382,4 inch
28383,14 centimetre
28384,11 centimetre
28385,30 centimetre
28386,
28387,21 centimetre
28388,"5.9"""
28389,12 centimetre
28390,2.85 inch
28391,2.75 inch
28392,2.3 inch
28393,12 centimetre
28394,112 centimetre
28395,3.3 inch
28396,3.3 inch
28397,3.3 inch
28398,6.6 centimetre
28399,12.5 centimetre
28400,6.6 centimetre
28401,
28402,53 millimetre
28403,53 millimetre
28404,12 centimetre
28405,31 centimetre
28406,31 centimetre
28407,82 centimetre
28408,20 millimetre
28409,100 gram
28410,1.3 pounds
28411,13 inch
28412,72 inch
28413,"75"""
28414,4 inch
28415,26 centimetre
28416,27.4-35.8
28417,8.3 inch
28418,4.7 inch
28419,1.97 centimetre
28420,50 centimetre
28421,"54"""
28422,25 centimetre
28423,
28424,11.8 inch
28425,3.6 centimetre
28426,3.6 centimetre
28427,14 centimetre
28428,3.11 inch
28429,3.11 inch
28430,46 centimetre
28431,12 centimetre
28432,13.4 inch
28433,
28434,6 centimetre
28435,70 centimetre
28436,4.5 centimetre
28437,15.4 centimetre
28438,2.5 gram
28439,2.5 centimetre
28440,5.1 inch
28441,15.7 inch
28442,"14.5""-23.5"""
28443,2.3 inch
28444,15 centimetre
28445,15 centimetre
28446,36 centimetre
28447,"29.1"""
28448,220 volts
28449,250 centimetre
28450,21 centimetre
28451,8 centimetre
28452,8 centimetre
28453,
28454,10 centimetre
28455,12 volts
28456,
28457,12 volts
28458,1 ounce
28459,
28460,5 volts
28461,
28462,26 centimetre
28463,8.46 inch
28464,30 centimetre
28465,4.72 inch
28466,3.54 inch
28467,"1.85"""
28468,"44"""
28469,"ca. 20,5 millimetre"
28470,"ca. 24,5 millimetre"
28471,"24,5 millimetre"
28472,5 volts
28473,24 centimetre
28474,30 centimetre
28475,20 centimetre
28476,11.81 centimetre
28477,7.5 inch
28478,4.8 inch
28479,10 centimetre
28480,"33"""
28481,100 watts
28482,15 amp
28483,36 volts
28484,3.54 inch
28485,2.95 inch
28486,40 centimetre
28487,40 centimetre
28488,173 centimetre
28489,12 centimetre
28490,12 centimetre
28491,
28492,12 volts
28493,73 centimetre
28494, kilogram
28495,3 feet
28496,3.5 centimetre
28497,"10.6"""
28498,
28499,h: 82cm
28500,100 centimetre
28501,30 centimetre
28502,1410 millimetre
28503,5 ounce
28504,"5.7"""
28505,12.0 inch
28506,1.3 inch
28507,10 feet
28508,10 centimetre
28509,6.5 feet
28510,3.15 centimetre
28511,1 inch
28512,1 inch
28513,1 inch
28514,8 pounds
28515,8.7 centimetre
28516,"20"""
28517,"20"""
28518,"20"""
28519,11.7 inch
28520,48 millimetre
28521,0.59 inch
28522,314 millimetre
28523,21.3 inch
28524,15 centimetre
28525,30 centimetre
28526,76 centimetre
28527,30 centimetre
28528,3.9 inch
28529,7 volt
28530,11.22 inch
28531,3.54 inch
28532,
28533,32 centimetre
28534,32 inch
28535,18 centimetre
28536,"19.2"""
28537,"3.15"""
28538,0.26 kilogram
28539,0.26 kilogram
28540,23.6 inch
28541,17.5 millimetre
28542,17.5 millimetre
28543,18 centimetre
28544,3.4 centimetre
28545,3.4 centimetre
28546,3.4 centimetre
28547,2.16 inch
28548,13.5 centimetre
28549,5 pounds
28550,27 centimetre
28551,9.8 inch 25cm
28552,9.3 inch 21cm
28553,21 inch
28554,21 inch
28555,17 centimetre
28556,21 centimetre
28557,21 centimetre
28558,20 centimetre
28559,20 centimetre
28560,20 centimetre
28561,53 millimetre
28562,25 millimetre
28563,0.3 centimetre
28564,31.5 centimetre
28565,0.3 centimetre
28566,1.51 lb
28567,0.90 centimetre
28568,7.9 inch
28569,75 centimetre
28570,
28571,120 hertz
28572,170 millimetre
28573,3-1
28574,3-1
28575,75 centimetre
28576,6 ounce
28577,"9.70"""
28578,2.75 inch
28579,9.4 inch
28580,5 centimetre
28581,5 centimetre
28582,12 fl ounce
28583,17.5 inch
28584,34 inch
28585,17.5 inch
28586,65 centimetre
28587,
28588,65 centimetre
28589,15 centimetre
28590,2.17 centimetre
28591,3.7 inch
28592,3.7 inch
28593,4.5 centimetre
28594,81 millimetre
28595,128 millimetre
28596,7 centimetre
28597,7 centimetre
28598,7 centimetre
28599,9 inch
28600,3.5 inch
28601,36 centimetre
28602,60.5 centimetre
28603,3.75 inch
28604,3.75 inch
28605,7.72 inch
28606,16 centimetre
28607,9 centimetre
28608,4.5 centimetre
28609,5.2 centimetre
28610,5.2 inch
28611,3 pounds
28612,"24"""
28613,10 centimetre
28614,40 centimetre
28615,10 centimetre
28616,22.4 inch
28617,5.9 inch
28618,5.9 inch
28619,4.5 centimetre
28620,1.4 centimetre
28621,
28622,20 centimetre
28623,4.3 centimetre
28624,88 centimetre
28625,34.5 centimetre
28626,46 centimetre
28627,16 centimetre
28628,16 centimetre
28629,"14cm, 22cm"
28630,14 centimetre
28631,174 centimetre
28632,170 centimetre
28633,
28634, gram
28635,20 watts
28636,20 watts
28637,300 gram
28638,15.5 centimetre
28639,3.8 volts
28640,1.3 centimetre
28641,12 fl ounce
28642,3.5 volts
28643,0.66 inch
28644,0.32 pounds
28645,57 millimetre
28646,6.3 inch
28647,6.3 inch
28648,25 centimetre
28649,23 centimetre
28650,32 centimetre
28651,32 centimetre
28652,6 inch
28653,4 inch
28654,12 centimetre
28655,138 centimetre
28656,90 centimetre
28657,400 millimetre
28658, centimetre
28659,1000 millimetre
28660,49 millimetre
28661,49 millimetre
28662,20 centimetre
28663,8 inch
28664,4.13 inch
28665,1.76 ounce
28666,120 volts
28667,71 centimetre
28668,50 centimetre
28669,50 centimetre
28670,50 centimetre
28671,
28672,
28673,
28674,15.2 centimetre
28675,1.38 inch
28676,1.96 inch
28677,5.5 inch
28678,5.5 inch
28679,30.9 centimetre
28680,207 millimetre
28681,62 millimetre
28682,
28683,22 centimetre
28684,33 centimetre
28685,50 kilogram
28686,7.82 ounce
28687,"23.62"""
28688,3.2 inch
28689,30 centimetre
28690,13.5 centimetre
28691,2.5 centimetre
28692,17.5 centimetre
28693,20.5 centimetre
28694,"10"""
28695,"10"""
28696,
28697,"16"""
28698,9.5 inch
28699,0.15 lb 9.5 inch
28700,9.5 inch
28701, kilogram
28702,460 watts
28703,31.5 centimetre
28704,345 pounds
28705,81cm 50cm 45cm
28706,10.5 centimetre
28707,30 centimetre
28708,22 pounds
28709,9.4 inch
28710,4 inch
28711,5500 watt generator
28712,
28713,5500 centimetre
28714,77 centimetre
28715,
28716,
28717,1 centimetre
28718,153 millimetre
28719,8.5 centimetre
28720,"2.8"""
28721,"2.8"""
28722,
28723,1.1 ounce
28724,55 lbs with battery
28725,42 inch
28726,58 centimetre
28727,"3.9"""
28728,"7.9"""
28729,23 centimetre
28730,1700 watts
28731,5.5 centimetre
28732,11 inch
28733,23.7 inch
28734,36.1 pounds
28735,9 millimetre
28736,17 centimetre
28737,30 centimetre
28738,"7.5"""
28739,120 millilitre
28740,7 centimetre
28741,3 centimetre
28742,
28743,6.3 inch
28744,6.3 inch
28745,6.3 inch
28746,1.5 centimetre
28747,16 inches
28748,12 inches
28749,16 centimetre
28750,10 centimetre
28751,10 centimetre
28752,4.3 centimetre
28753,4.3 centimetre
28754,"11.8"""
28755,"10.2"""
28756,1.28 inch
28757,0.09 centimetre
28758,
28759,3 inch
28760,6 inch
28761,
28762,120 centimetre
28763,"15"""
28764,5.5 centimetre
28765,5.5 centimetre
28766,12 inches
28767,1.5 centimetre
28768,
28769,40 millimetre
28770,300 millimetre
28771,7.87 inch
28772,17.32 inch
28773,33 pounds
28774,1.54 inch
28775,4 centimetre
28776,14 centimetre
28777,1.01 ounce
28778,2 inch
28779,2 inch
28780,3 inch
28781,124 centimetre
28782,5.5 centimetre
28783,"8"""
28784,3 inch
28785,"30"""
28786,6 centimetre
28787,2.7 inch
28788,2000 watts
28789,
28790,2200 watts
28791,77.7 watts
28792,
28793,77.7 watts
28794,6.3 inch
28795,14.96 centimetre
28796,29.5 centimetre
28797,3 centimetre
28798,120 watts
28799,12 volts
28800,0.33 ounce
28801,14 centimetre
28802,40 lb
28803,20 inches
28804,20 inches
28805,65 centimetre
28806,17 centimetre
28807,18 centimetre
28808,7 inch
28809,5 inch
28810,6.1 inch
28811,1 centimetre
28812,5.3 centimetre
28813,133 centimetre
28814,7 centimetre
28815,7 centimetre
28816,7 centimetre
28817,"32.2"""
28818,
28819,77 millimetre
28820,
28821,6.1 inch
28822,10 centimetre
28823,140 centimetre
28824,140 centimetre
28825,15 centimetre
28826,2.7 inch
28827,2.7 inch
28828,6.5 centimetre
28829,2.5 centimetre
28830,7.5 centimetre
28831,29.5 centimetre
28832,7 centimetre
28833,65 centimetre
28834,1.02 ounce
28835,6.3 centimetre
28836,5 inch
28837,15 centimetre
28838,16 centimetre
28839,10 centimetre
28840,45 centimetre
28841,80 kilogram
28842,220 gram
28843,13.11 centimetre
28844,200 centimetre
28845,68 centimetre
28846,120 volts
28847,0.53 kilogram
28848,5.7 centimetre
28849,9.5 centimetre
28850,47.24 watt
28851,86 millimetre
28852,60 centimetre
28853,3.5 inch
28854,11.4 inch
28855,2 inches
28856,2 inches
28857,2 inches
28858,2.48 inch
28859,20 volts
28860,
28861,30 gram
28862,
28863,300 watts
28864,12 volts
28865,615 millimetre
28866,2.4 inch
28867,2.4 inch
28868,2.4 inch
28869,2.76 inch
28870,25.5 centimetre
28871,11 centimetre
28872,15.5 inch
28873,125 millimetre
28874,110 centimetre
28875,102 millimetre
28876,
28877,"15.7"""
28878,173 gram
28879,5.1 inch
28880,4 inch
28881,0.98 inch
28882,0.98 inch
28883,39 millimetre
28884,17 millimetre
28885,17 millimetre
28886,1 lb
28887,8 centimetre
28888,11.61 centimetre
28889,0.47 inch
28890,4.02 inches
28891,45 centimetre
28892,2.5 centimetre
28893,9 centimetre
28894,7 centimetre
28895,5 centimetre
28896,6.30 inch 16 centimetre
28897,160 centimetre
28898,16.9 inch
28899,17.52 gram
28900,112 centimetre
28901,83 centimetre
28902,5.5 centimetre
28903,2.1 watt
28904,16 inch
28905,"7.48"""
28906,100 millimetre
28907,
28908,3.97 inch
28909,3.75 gram
28910,0.5 inch
28911,0.5 in 1.3 centimetre
28912,0.5 inch
28913,1500 centimetre
28914,12.5 centimetre
28915,18 centimetre
28916,9.9 inch
28917,68 millimetre
28918,5 gram
28919,40 gram
28920,72 centimetre
28921,4.72 volt
28922,
28923,115 millimetre
28924,2.2 inch
28925,55 millimetre
28926,40 inch
28927,183 centimetre
28928,9.8 inch
28929,25 centimetre
28930,16.5 centimetre
28931,23.3 inch
28932,110 volts
28933,110 volts
28934,2.95 inch
28935,4.5 inch
28936,5 inch
28937,6 centimetre
28938,9.5 centimetre
28939,
28940,
28941,1.38 inches
28942,24 centimetre
28943,50x190 centimetre
28944,190 centimetre
28945,
28946,3.5 centimetre
28947,31.5 centimetre
28948,1.3 inch
28949,44 millimetre
28950,14 centimetre
28951,2.26 inch
28952,70-90cm
28953,60 lb
28954,"9"""
28955,"7"" 9"""
28956,39 centimetre
28957,55 centimetre
28958,65 millimetre
28959,65 millimetre
28960,130 millimetre
28961,
28962,4 inch
28963,2 inch
28964,14 ounce
28965,"20"""
28966,"2"""
28967, pounds
28968,"19"""
28969,17 ounce
28970,3.74 inch
28971,70.5 pounds
28972,150 millimetre
28973,15 millimetre
28974,"5.8"" 14.7cm"
28975,46 centimetre
28976,11.02 centimetre
28977,"10.25"""
28978,50cm 75cm
28979,1 inch
28980,430 millimetre
28981,100 centimetre
28982,75 centimetre
28983,32 centimetre
28984,1600 watts
28985,120 volts
28986,"9,4 centimetre"
28987,"25,7 centimetre"
28988,33 centimetre
28989,33 centimetre
28990,31.5 watt
28991,21.3 centimetre
28992,55 centimetre
28993,16 centimetre
28994,2200 watts
28995,2200 watts
28996,3 x3m
28997,3 metre
28998,3 metre
28999,12 inch
29000,173.8 centimetre
29001,3 feet
29002,1 centimetre
29003,3 feet
29004,14 centimetre
29005,120 millilitre
29006,11.5 centimetre
29007,5.1 inch
29008,
29009,17.3 centimetre
29010,35 centimetre
29011,75 centimetre
29012,65 millimetre
29013,278 millimetre
29014,146 millimetre
29015,146 millimetre
29016,10 centimetre
29017,10 centimetre
29018,18 volt
29019,18 centimetre
29020,100 centimetre
29021,3.42 ounce
29022,72 centimetre
29023,20 centimetre
29024,20 centimetre
29025,20 centimetre
29026,2.2 inch
29027,2.2 inch
29028,8 centimetre
29029,40 millimetre
29030,40 millimetre
29031,9.84 in 25.0 centimetre
29032,4.43 in 11.2 centimetre
29033,9.84 in 25.0 centimetre
29034,38.5 centimetre
29035,35 centimetre
29036,24.5 centimetre
29037,10 centimetre
29038,3.3 inch
29039,5.12 inch
29040,5.12 inch
29041,3.4 inch
29042,7 inch
29043,7 inch
29044,4.07 inches
29045,8.27 inches
29046,19 centimetre
29047,4.75 centimetre
29048,19.25 centimetre
29049,9.1 centimetre
29050,230 millimetre
29051,13.5 ounce
29052,"min.1.57"" to 4.72"""
29053,3.5 inch
29054,70 centimetre
29055,90cm 35.2
29056,5.2 centimetre
29057,"6.7"""
29058,"10"" 6.7"""
29059,12 fl ounce
29060,8 centimetre
29061,3.1 centimetre
29062,8 centimetre
29063,8 centimetre
29064,8 centimetre
29065,4.3 inch
29066,42 millimetre
29067,4.5 centimetre
29068,58 millimetre
29069,18 centimetre
29070,14 centimetre
29071,14 centimetre
29072,7.87in 200mm
29073,7.08 inch
29074,600 centimetre
29075,120 centimetre
29076,18.5 centimetre
29077,3 inch
29078,3 inch
29079,860 millimetre
29080,420 millimetre
29081,41 centimetre
29082,72 centimetre
29083,34 centimetre
29084,"7.2"""
29085,4 centimetre
29086,4 centimetre
29087,13.3 centimetre
29088,22 millimetre
29089,0.87 inch
29090,25 lb
29091,10.87 inch
29092,5.25 inch
29093,0 centimetre
29094,
29095,30 volts
29096,30 centimetre
29097,52 millimetre
29098,52 millimetre
29099,200 centimetre
29100,100 centimetre
29101,3 watts
29102,3 volts
29103,
29104,144 millimetre
29105,100 millimetre
29106,25 centimetre
29107,30 centimetre
29108,"13"""
29109,8.6cm 8.6cm
29110,8.6 centimetre
29111,10.6 centimetre
29112,13.5 centimetre
29113,13.5 centimetre
29114,
29115,3.1 inch
29116,2 inch
29117,60 volts
29118,141 gram
29119,1.85 centimetre
29120,13.75 inch
29121,100 millilitre
29122,280 millimetre
29123,280 millimetre
29124,280 millimetre
29125,7.87 inch
29126,14 ounce
29127,"4.94"""
29128,"6.69"""
29129,"2.76"""
29130,"2.76"""
29131,18 volts
29132,18 volts
29133,110 millimetre
29134,110 millimetre
29135,"51.2""h"
29136,15 centimetre
29137,16 centimetre
29138,l 300cm
29139,50 centimetre
29140,
29141,
29142,1.8 inch
29143,205 millimetre
29144,8 inch
29145,10 inch
29146,10 inch
29147,39.5 centimetre
29148,"39,5 centimetre"
29149,75 millimetre
29150,50 centimetre
29151,1.57 inch
29152,14 millimetre
29153,81 millimetre
29154,14 millimetre
29155,"6"""
29156,5 millimetre
29157,150 kilogram
29158,1.3 inch
29159,ç´„4cm
29160,ç´„4cm
29161,"15.7"""
29162,3.9 inch
29163,3.9 inch
29164,25.02 centimetre
29165,68 centimetre
29166,"69.7"""
29167,11 centimetre
29168,11 centimetre
29169,2.75 inch
29170,2.75 inch
29171,7.5 centimetre
29172,8 inch
29173,11.8 inch
29174,30 centimetre
29175,5.51 gram
29176,245 centimetre
29177,59 centimetre
29178,5 centimetre
29179,16 ounce
29180,2 inch
29181,40 centimetre
29182,40 centimetre
29183,1 centimetre
29184,1 centimetre
29185,1 centimetre
29186,"40.5"""
29187,1.2 centimetre
29188,1.2 centimetre
29189,83 centimetre
29190,300 centimetre
29191,15 centimetre
29192,
29193,"9"""
29194,31.5 centimetre
29195,2.2 inch
29196,"24"""
29197,"24"""
29198,13 1
29199,"1.8"""
29200,88 millimetre
29201,45 millimetre
29202,27 millimetre
29203,27 millimetre
29204,43 centimetre
29205,32 ounce
29206,"4.25"""
29207,3.5 centimetre
29208,8.66 inch
29209,
29210,10 watts
29211,19.5 centimetre
29212,3.74 centimetre
29213,"35,5 centimetre"
29214,1.0 inch
29215,4.7 inch
29216,1.5 centimetre
29217,1.5 centimetre
29218,23 centimetre
29219,"4,5 centimetre"
29220,9.5 centimetre
29221,10 centimetre
29222,19.1 gram
29223,5.3 inch
29224,5.3 inch
29225,
29226,120 centimetre
29227,82 watts
29228,75 centimetre
29229,50 lb
29230,4.6 inch
29231,45 centimetre
29232,3.15 centimetre
29233,1.2 centimetre
29234,1200 centimetre
29235,120 centimetre
29236,10 ounce
29237,45 millimetre
29238,
29239,54 centimetre
29240,78 centimetre
29241,20 centimetre
29242,3.1 centimetre
29243,"18.5"""
29244,"43.5"" 17.5"""
29245,18 centimetre
29246,13 centimetre
29247,44 centimetre
29248,44 centimetre
29249,123 millimetre
29250,5.3 inch
29251,5.3 inch
29252,100 millimetre
29253,100 millimetre
29254,100 millimetre
29255,"15.7"""
29256,230 millimetre
29257,3 inches
29258,
29259,8.5 centimetre
29260,8.5 centimetre
29261,2.05 centimetre
29262,2.05 gram
29263,80 centimetre
29264,14 centimetre
29265,14 centimetre
29266,10 gram
29267,20 watt
29268,500-pound
29269,14.5 centimetre
29270,14.5 centimetre
29271,450 watts
29272,120 volts
